"Word","Length","Log_Freq_HAL"
"boost","5","8.47"
"boosted","7","6.66"
"booster","7","8.84"
"boosting","8","6.18"
"boot","4","10.69"
"booted","6","7.96"
"booth","5","8.40"
"booths","6","6.71"
"bootleg","7","7.85"
"boots","5","9.28"
"booze","5","6.87"
"bop","3","6.79"
"Bordeaux","8","6.25"
"border","6","9.73"
"bordered","8","7.62"
"bordering","9","6.40"
"borderline","10","6.99"
"borders","7","8.81"
"bore","4","8.19"
"bored","5","8.86"
"boredom","7","7.30"
"boring","6","9.45"
"born","4","10.47"
"borne","5","8.70"
"borough","7","6.10"
"borrow","6","8.35"
"borrowed","8","8.16"
"borrowing","9","7.75"
"bosom","5","6.31"
"boss","4","9.21"
"bosses","6","7.29"
"Boston","6","10.22"
"botanical","9","6.71"
"botany","6","6.43"
"both","4","12.60"
"bother","6","9.92"
"bothered","8","8.87"
"bothering","9","7.77"
"bothers","7","7.97"
"bothersome","10","6.09"
"bottle","6","9.83"
"bottled","7","7.13"
"bottleneck","10","6.94"
"bottles","7","8.64"
"bottling","8","6.40"
"bottom","6","10.68"
"bottomless","10","7.46"
"bottoms","7","7.33"
"boundless","9","6.11"
"bounds","6","7.97"
"bought","6","10.95"
"boulder","7","8.78"
"boulevard","9","7.83"
"bounce","6","8.35"
"bounced","7","8.15"
"bouncing","8","7.83"
"bouncy","6","6.15"
"bound","5","9.45"
"boundaries","10","8.51"
"boundary","8","8.37"
"bounded","7","6.54"
"bounding","8","6.37"
"bounty","6","7.44"
"bouquet","7","6.39"
"bourbon","7","6.12"
"bourgeois","9","6.64"
"bourgeoisie","11","6.24"
"bout","4","8.63"
"boutique","8","6.53"
"bouts","5","6.26"
"bovine","6","6.80"
"bow","3","8.92"
"bowed","5","6.92"
"bowel","5","6.86"
"bowels","6","6.64"
"bowers","6","7.04"
"Bowie","5","7.27"
"bowing","6","6.51"
"bowl","4","9.28"
"bowler","6","7.17"
"bowling","7","8.60"
"bowls","5","7.00"
"bowman","6","8.02"
"bows","4","7.10"
"box","3","12.05"
"boxed","5","8.17"
"boxer","5","7.46"
"boxes","5","10.12"
"boxing","6","7.94"
"boy","3","10.66"
"boycott","7","8.02"
"boyfriend","9","8.45"
"boyhood","7","6.11"
"boyish","6","6.43"
"boys","4","10.08"
"boy's","5","7.95"
"bra","3","8.22"
"brace","5","7.26"
"bracelet","8","6.09"
"braces","6","6.74"
"bracket","7","7.89"
"brackets","8","7.88"
"Brad","4","9.43"
"Bradley","7","8.62"
"brag","4","7.06"
"bragging","8","6.95"
"Brahms","6","7.62"
"braid","5","6.22"
"braided","7","6.07"
"braille","7","6.27"
"brain","5","10.90"
"brains","6","8.80"
"brainstorm","10","6.46"
"brainwash","9","7.27"
"brainwashing","12","7.02"
"brake","5","8.72"
"brakes","6","8.45"
"brambles","8","7.85"
"bran","4","6.39"
"branch","6","9.51"
"branches","8","8.43"
"branching","9","6.27"
"brand","5","10.13"
"branded","7","6.87"
"Brandon","7","8.42"
"brands","6","8.56"
"brandy","6","7.36"
"brass","5","9.40"
"brat","4","6.98"
"brave","5","8.62"
"bravery","7","6.12"
"braves","6","6.96"
"bravo","5","7.77"
"brawl","5","6.99"
"bray","4","6.63"
"Brazil","6","8.75"
"Brazilian","9","7.67"
"breach","6","7.86"
"bread","5","9.11"
"breadth","7","6.99"
"break","5","10.77"
"breakage","8","6.16"
"breakaway","9","6.41"
"breakdown","9","8.20"
"breaker","7","7.34"
"breakers","8","6.54"
"breakfast","9","8.94"
"breaking","8","9.41"
"breakout","8","7.30"
"breaks","6","9.29"
"breakthrough","12","7.40"
"breakthroughs","13","6.13"
"breakup","7","6.57"
"breast","6","8.93"
"breasts","7","9.23"
"breath","6","9.58"
"breathe","7","8.04"
"breathed","8","7.03"
"breathes","8","6.08"
"breathing","9","8.86"
"breathless","10","6.30"
"breaths","7","6.39"
"breathtaking","12","6.46"
"bred","4","8.03"
"breech","6","6.25"
"breed","5","9.63"
"breeder","7","8.32"
"breeding","8","9.06"
"breeds","6","8.61"
"breeze","6","7.66"
"brethren","8","7.21"
"Breton","6","6.86"
"Brett","5","9.03"
"brevity","7","6.76"
"brew","4","8.00"
"brewed","6","7.00"
"brewers","7","7.11"
"brewery","7","7.29"
"brewing","7","8.06"
"Brian","5","10.70"
"bribe","5","7.02"
"bribery","7","6.59"
"bribes","6","6.78"
"brick","5","8.29"
"bricks","6","7.43"
"bridal","6","6.98"
"bride","5","8.21"
"brides","6","6.40"
"bridesmaids","11","6.03"
"bridge","6","9.87"
"bridges","7","8.40"
"brief","5","9.88"
"blackboard","10","6.14"
"blacked","7","6.11"
"blackened","9","6.53"
"blackjack","9","7.96"
"blacklist","9","6.18"
"blackmail","9","6.83"
"blackness","9","6.19"
"blackout","8","6.51"
"blacks","6","9.28"
"black's","7","6.49"
"blacksmith","10","8.47"
"bladder","7","7.41"
"blade","5","9.17"
"blades","6","8.37"
"blah","4","9.46"
"blame","5","9.76"
"blamed","6","7.93"
"blaming","7","7.77"
"bland","5","7.43"
"blank","5","9.63"
"blanket","7","8.25"
"blankets","8","6.94"
"blanks","6","7.83"
"blasphemous","11","6.10"
"blasphemy","9","7.31"
"blast","5","9.85"
"blasted","7","7.36"
"blasting","8","7.52"
"blasts","6","7.28"
"blatant","7","8.09"
"blather","7","6.09"
"blaze","5","8.43"
"blazer","6","6.80"
"blazing","7","7.99"
"bleach","6","7.18"
"bleak","5","6.58"
"bled","4","6.27"
"bleed","5","7.83"
"bleeding","8","8.37"
"bleeds","6","6.25"
"blend","5","8.09"
"blended","7","6.76"
"blender","7","6.88"
"blending","8","6.81"
"blends","6","6.49"
"bless","5","8.28"
"blessed","7","8.66"
"blessing","8","8.85"
"blessings","9","7.64"
"blew","4","8.58"
"blight","6","7.59"
"blind","5","9.51"
"blinded","7","7.73"
"blindfold","9","6.41"
"blindfolded","11","6.32"
"blinding","8","6.70"
"blindly","7","7.67"
"blindness","9","7.20"
"blinds","6","6.55"
"blink","5","7.63"
"blinked","7","6.33"
"blinking","8","7.62"
"bliss","5","7.70"
"blissful","8","6.05"
"blister","7","6.05"
"blisters","8","6.03"
"blitz","5","7.28"
"blizzard","8","7.65"
"bloat","5","6.34"
"bloated","7","7.40"
"blob","4","7.06"
"block","5","10.41"
"blockade","8","7.07"
"blockbuster","11","7.24"
"blocked","7","8.51"
"blocking","8","8.40"
"blocks","6","9.58"
"bloke","5","6.79"
"blond","5","8.08"
"blonde","6","8.80"
"blondes","7","6.99"
"blood","5","10.86"
"bloodlust","9","6.27"
"bloodshed","9","6.58"
"bloodshot","9","6.06"
"bloodstream","11","6.31"
"bloody","6","9.07"
"bloom","5","8.24"
"blooming","8","6.56"
"blooms","6","6.52"
"blossom","7","6.79"
"blossoms","8","6.50"
"blot","4","6.27"
"blotter","7","6.10"
"blouse","6","7.43"
"blow","4","9.74"
"blower","6","6.28"
"blowing","7","8.47"
"blown","5","8.66"
"blowout","7","6.62"
"blows","5","8.46"
"blue","4","11.40"
"blueprint","9","6.61"
"blueprints","10","6.37"
"blues","5","9.44"
"bluff","5","7.00"
"blunder","7","6.50"
"blunt","5","7.45"
"bluntly","7","6.40"
"blur","4","7.40"
"blurb","5","7.44"
"blurred","7","6.54"
"blurry","6","6.38"
"blush","5","7.13"
"blushed","7","6.84"
"blushing","8","6.48"
"boa","3","6.66"
"boar","4","6.03"
"board","5","11.28"
"boarded","7","6.65"
"boarder","7","6.04"
"boarding","8","7.35"
"boards","6","10.05"
"board's","7","6.29"
"boardwalk","9","6.35"
"boast","5","6.86"
"boasts","6","6.59"
"boat","4","9.67"
"boating","7","6.94"
"boats","5","8.63"
"bob","3","11.07"
"bobbing","7","6.15"
"Bobby","5","8.91"
"Bob's","5","7.65"
"bock","4","6.85"
"bod","3","6.64"
"bode","4","6.40"
"bodies","6","9.57"
"bodily","6","7.70"
"body","4","11.66"
"bodyguard","9","8.21"
"body's","6","7.02"
"Boeing","6","7.67"
"bog","3","8.74"
"bogged","6","6.54"
"bogus","5","8.50"
"boil","4","8.25"
"boiled","6","7.57"
"boiler","6","6.79"
"boiling","7","8.03"
"boils","5","7.35"
"bold","4","8.61"
"boldly","6","7.14"
"Bolivia","7","7.46"
"bolo","4","7.44"
"Bologna","7","6.79"
"bolster","7","6.42"
"bolt","4","8.89"
"bolted","6","6.64"
"bolts","5","8.04"
"bomb","4","9.64"
"bombardment","11","6.36"
"Bombay","6","7.90"
"bombed","6","7.45"
"bomber","6","7.79"
"bombers","7","7.59"
"bombing","7","8.45"
"bombings","8","6.55"
"bombs","5","8.73"
"bonanza","7","6.46"
"bond","4","9.47"
"bondage","7","8.38"
"bonded","6","6.79"
"bonding","7","7.40"
"bonds","5","8.96"
"bone","4","9.68"
"bonehead","8","6.41"
"boner","5","6.18"
"bones","5","8.88"
"bong","4","7.20"
"bongo","5","6.36"
"bonnet","6","6.05"
"bonny","5","6.03"
"bonsai","6","7.50"
"bonus","5","9.59"
"behave","6","8.66"
"behaved","7","7.25"
"behaves","7","7.24"
"behaving","8","7.17"
"behavior","8","10.31"
"behavioral","10","7.90"
"behaviors","9","8.02"
"behind","6","11.08"
"behold","6","7.85"
"beholder","8","7.03"
"beige","5","7.19"
"being","5","12.80"
"beings","6","9.30"
"Beirut","6","6.38"
"Belgian","7","7.52"
"Belgium","7","8.80"
"belief","6","9.87"
"beliefs","7","9.60"
"believable","10","7.21"
"believe","7","12.25"
"believed","8","9.59"
"believer","8","8.04"
"believers","9","8.01"
"believes","8","9.39"
"believing","9","8.85"
"belittle","8","6.37"
"bell","4","10.12"
"belle","5","7.74"
"belligerent","11","6.07"
"bellows","7","6.58"
"bells","5","7.97"
"belly","5","8.70"
"belong","6","9.60"
"belonged","8","7.60"
"belonging","9","7.75"
"belongings","10","6.42"
"belongs","7","9.02"
"beloved","7","8.24"
"below","5","11.41"
"belt","4","9.29"
"belts","5","7.76"
"Ben","3","10.01"
"bench","5","8.59"
"benches","7","6.32"
"benchmarks","10","8.23"
"bend","4","8.84"
"bending","7","7.71"
"bends","5","7.03"
"beneath","7","8.66"
"Benedict","8","6.83"
"beneficial","10","8.37"
"beneficiaries","13","6.53"
"beneficiary","11","6.32"
"benefit","7","10.33"
"benefited","9","6.79"
"benefits","8","10.56"
"benevolent","10","7.02"
"Bengal","6","6.78"
"benign","6","7.04"
"Benjamin","8","9.06"
"Ben's","5","6.21"
"bent","4","9.04"
"beret","5","6.08"
"berg","4","7.53"
"Berkeley","8","9.39"
"Berlin","6","8.89"
"Bermuda","7","6.92"
"Bern","4","6.64"
"Bernard","7","8.65"
"berries","7","6.42"
"berry","5","7.97"
"berserk","7","8.42"
"Bert","4","7.78"
"Bertha","6","6.05"
"beside","6","8.84"
"besides","7","10.42"
"best","4","12.51"
"bestowed","8","6.29"
"bestiality","10","6.53"
"bet","3","10.31"
"beta","4","10.83"
"Beth","4","8.54"
"Bethlehem","9","6.74"
"betray","6","6.65"
"betrayal","8","7.27"
"betrayed","8","7.36"
"bets","4","8.08"
"better","6","12.56"
"betterment","10","6.04"
"betting","7","7.81"
"Betty","5","8.11"
"between","7","12.35"
"beverage","8","7.26"
"beverages","9","6.92"
"beware","6","8.63"
"bewildered","10","6.29"
"beyond","6","10.69"
"bias","4","9.12"
"biases","6","7.37"
"bib","3","6.66"
"Bible","5","10.11"
"Bibles","6","6.44"
"biblical","8","8.34"
"bibliographies","14","6.97"
"bibliography","12","8.54"
"bickering","9","6.83"
"bicycle","7","8.52"
"bicycles","8","7.25"
"bid","3","11.71"
"bidder","6","10.29"
"bidders","7","8.86"
"bidding","7","9.45"
"bids","4","10.90"
"big","3","12.09"
"bigger","6","9.86"
"biggest","7","9.79"
"bigot","5","7.63"
"bigoted","7","7.14"
"bigots","6","7.35"
"bike","4","10.02"
"bikini","6","7.24"
"bilateral","9","7.29"
"bile","4","7.39"
"birthright","10","6.22"
"births","6","6.96"
"biscuit","7","6.40"
"bilingual","9","7.35"
"bill","4","11.67"
"billboard","9","7.01"
"billboards","10","6.03"
"billed","6","7.58"
"billing","7","8.37"
"billion","7","9.94"
"billions","8","8.33"
"bills","5","9.25"
"Bill's","6","7.51"
"Billy","5","9.28"
"bimonthly","9","6.70"
"bin","3","9.67"
"binary","6","9.97"
"bind","4","8.82"
"binder","6","7.53"
"bindery","7","6.43"
"binding","7","9.04"
"binds","5","6.71"
"bing","4","6.49"
"bingo","5","7.29"
"binoculars","10","6.86"
"bins","4","6.57"
"biologists","10","7.00"
"biochemical","11","6.68"
"biochemistry","12","7.71"
"biographical","12","6.93"
"biography","9","8.00"
"biological","10","9.26"
"biologically","12","6.75"
"biologist","9","7.35"
"biology","7","9.28"
"bionic","6","6.21"
"biosphere","9","6.11"
"birthplace","10","6.50"
"bipartisan","10","6.50"
"biotechnology","13","7.23"
"birch","5","7.22"
"bird","4","9.86"
"birdie","6","6.40"
"birds","5","9.58"
"bird's","6","6.39"
"birth","5","10.06"
"birthday","8","9.05"
"biscuits","8","6.54"
"bisexual","8","8.17"
"bisexuality","11","6.17"
"bishop","6","8.61"
"bishops","7","6.78"
"Bismarck","8","6.01"
"bison","5","6.99"
"bit","3","11.98"
"bitch","5","9.15"
"bite","4","9.01"
"bites","5","7.97"
"biting","6","7.78"
"bits","4","10.08"
"bitten","6","7.19"
"bitter","6","8.68"
"bitterly","8","6.54"
"bitterness","10","7.10"
"biweekly","8","6.28"
"biz","3","8.29"
"bizarre","7","8.69"
"black","5","11.99"
"blackbird","9","6.33"
"bankrupt","8","7.73"
"banks","5","9.50"
"banned","6","8.89"
"banner","6","8.04"
"banners","7","6.60"
"bankruptcy","10","7.75"
"banning","7","7.98"
"banquet","7","7.36"
"bans","4","7.07"
"banshee","7","7.84"
"bantam","6","6.98"
"banter","6","6.48"
"baptism","7","7.44"
"Baptist","7","7.43"
"baptized","8","6.83"
"bar","3","10.36"
"barb","4","7.21"
"Barbados","8","6.44"
"Barbara","7","9.33"
"barbarian","9","7.63"
"barbarians","10","6.92"
"barbaric","8","6.80"
"barbecue","8","6.28"
"barbed","6","6.77"
"barbell","7","6.44"
"barber","6","7.66"
"barbs","5","6.15"
"bard","4","7.09"
"bare","4","9.05"
"barefoot","8","6.98"
"barely","6","9.19"
"bargain","7","8.25"
"bargaining","10","7.28"
"bargains","8","6.66"
"barge","5","8.02"
"baritone","8","6.46"
"bark","4","7.80"
"barker","6","7.64"
"barking","7","7.40"
"barley","6","7.09"
"barn","4","7.85"
"barometer","9","6.05"
"baron","5","7.98"
"barons","6","6.20"
"barony","6","6.43"
"baroque","7","7.03"
"barracks","8","6.69"
"barracuda","9","6.88"
"barrage","7","6.82"
"barred","6","7.16"
"barrel","6","8.83"
"barrels","7","7.54"
"barren","6","6.65"
"barrier","7","8.88"
"barriers","8","7.84"
"barring","7","7.54"
"barrow","6","6.34"
"Barry","5","9.93"
"bars","4","9.13"
"bartender","9","7.03"
"barter","6","6.67"
"Bartlett","8","6.60"
"basalt","6","8.08"
"base","4","10.99"
"baseball","8","9.82"
"based","5","11.79"
"baseless","8","6.58"
"baseline","8","7.33"
"basement","8","8.45"
"bases","5","8.87"
"bash","4","8.45"
"basic","5","11.20"
"basically","9","10.51"
"basics","6","8.59"
"basil","5","7.54"
"basin","5","7.67"
"basing","6","7.25"
"basis","5","10.79"
"basket","6","7.94"
"basketball","10","9.19"
"baskets","7","6.29"
"basking","7","6.04"
"bass","4","9.75"
"basses","6","6.83"
"basset","6","6.25"
"bast","4","6.06"
"bastard","7","8.45"
"bastards","8","7.99"
"bastion","7","6.25"
"bat","3","8.77"
"batch","5","9.24"
"bath","4","8.63"
"bathe","5","6.51"
"bathed","6","6.22"
"bathing","7","7.32"
"bathroom","8","8.77"
"bathrooms","9","6.51"
"baths","5","6.99"
"bathtub","7","6.90"
"batman","6","9.35"
"baton","5","7.43"
"bats","4","8.26"
"battalion","9","6.96"
"batter","6","7.22"
"battered","8","7.05"
"batteries","9","8.93"
"battering","9","7.86"
"battery","7","10.22"
"batting","7","7.41"
"battle","6","10.27"
"battlefield","11","7.46"
"battleground","12","7.32"
"battles","7","8.56"
"battleship","10","6.81"
"battling","8","6.73"
"Bavaria","7","6.27"
"bay","3","10.40"
"bayonet","7","6.40"
"bayou","5","8.14"
"bays","4","7.06"
"bazaar","6","7.77"
"bazooka","7","6.20"
"be","2","14.95"
"beach","5","10.19"
"beaches","7","8.04"
"beacon","6","7.48"
"bead","4","7.51"
"beads","5","7.70"
"beagle","6","6.75"
"beak","4","6.37"
"beaker","6","6.01"
"beam","4","8.97"
"beaming","7","6.33"
"beams","5","7.60"
"bean","4","8.18"
"beans","5","8.49"
"bear","4","10.07"
"beard","5","8.06"
"bearded","7","6.71"
"bearer","6","6.81"
"bearing","7","8.85"
"bearings","8","8.32"
"bearish","7","6.23"
"bears","5","9.03"
"bear's","6","6.02"
"beast","5","9.70"
"beasts","6","8.13"
"beat","4","10.41"
"beaten","6","8.81"
"beating","7","8.91"
"beatings","8","6.61"
"Beatrice","8","6.52"
"beats","5","8.75"
"beau","4","6.92"
"beauties","8","6.29"
"beautiful","9","10.35"
"beautifully","11","7.79"
"beauty","6","9.45"
"beaver","6","7.45"
"became","6","10.44"
"because","7","13.13"
"beck","4","7.64"
"become","6","11.44"
"becomes","7","10.31"
"becoming","8","9.90"
"bed","3","10.35"
"bedding","7","6.69"
"bedroom","7","8.82"
"bedrooms","8","6.70"
"beds","4","7.79"
"bedside","7","6.32"
"bedtime","7","7.13"
"bee","3","8.10"
"beech","5","6.23"
"beef","4","8.57"
"been","4","13.51"
"beep","4","7.74"
"beeps","5","7.06"
"beer","4","10.11"
"beers","5","8.32"
"bees","4","8.53"
"beet","4","6.04"
"Beethoven","9","7.72"
"Beethoven's","11","6.35"
"beetle","6","6.93"
"before","6","12.75"
"beforehand","10","7.76"
"beg","3","8.43"
"began","5","10.61"
"beggar","6","6.53"
"beggars","7","6.41"
"begged","6","7.08"
"begging","7","8.04"
"begin","5","11.02"
"beginner","8","8.25"
"beginners","9","8.39"
"beginner's","10","6.79"
"beginning","9","10.69"
"beginnings","10","7.14"
"begins","6","9.60"
"begs","4","7.07"
"begun","5","8.90"
"behalf","6","9.04"
"Auschwitz","9","7.74"
"auspices","8","6.59"
"Aussie","6","7.27"
"Austin","6","9.88"
"Australia","9","10.48"
"Australian","10","9.48"
"Austria","7","8.76"
"Austrian","8","7.43"
"authentic","9","8.08"
"author","6","10.89"
"authorities","11","9.44"
"authority","9","10.07"
"authenticate","12","6.18"
"authenticated","13","6.17"
"authentication","14","8.03"
"authenticity","12","7.33"
"authoritarian","13","6.92"
"authoritative","13","7.61"
"authorize","9","6.82"
"authorized","10","8.84"
"authors","7","9.95"
"author's","8","8.29"
"automobiles","11","7.29"
"autonomy","8","7.53"
"authorization","13","8.05"
"authorship","10","6.76"
"autism","6","7.13"
"autistic","8","6.73"
"auto","4","9.65"
"autobiography","13","7.11"
"autocrat","8","6.30"
"autograph","9","7.41"
"automate","8","7.40"
"automated","9","9.36"
"automaton","9","6.02"
"automatic","9","9.73"
"automatically","13","10.76"
"automation","10","8.82"
"automobile","10","8.02"
"automotive","10","8.00"
"autonomous","10","7.63"
"autopsy","7","7.21"
"autos","5","6.94"
"autumn","6","8.06"
"auxiliary","9","7.17"
"avail","5","9.57"
"available","9","12.70"
"avalanche","9","7.41"
"availability","12","9.56"
"avenue","6","9.91"
"avenues","7","7.06"
"average","7","11.03"
"averaged","8","7.06"
"averages","8","7.68"
"averaging","9","7.16"
"aversion","8","6.46"
"avert","5","7.04"
"aviary","6","6.70"
"aviator","7","6.33"
"avid","4","7.79"
"aviation","8","8.40"
"avoid","5","10.72"
"avoidance","9","6.98"
"avoided","7","8.58"
"avoiding","8","8.54"
"avoids","6","7.48"
"await","5","7.43"
"awaited","7","6.68"
"awaiting","8","8.14"
"awaits","6","6.65"
"awake","5","8.16"
"awaken","6","6.83"
"awakened","8","6.96"
"awakening","9","7.59"
"award","5","9.66"
"awarded","7","8.45"
"awarding","8","6.08"
"awards","6","9.12"
"aware","5","10.52"
"awareness","9","8.96"
"away","4","11.92"
"awe","3","7.91"
"awesome","7","9.04"
"awful","5","9.08"
"awfully","7","7.81"
"awhile","6","8.97"
"awkward","7","7.83"
"awoke","5","6.98"
"awry","4","6.07"
"ax","2","8.05"
"axe","3","8.03"
"axes","4","7.43"
"axiom","5","7.15"
"axioms","6","7.16"
"axis","4","8.49"
"axle","4","7.46"
"axles","5","6.56"
"aye","3","6.74"
"Azerbaijan","10","7.55"
"azure","5","7.72"
"babble","6","6.93"
"babe","4","8.06"
"babes","5","7.20"
"babies","6","9.05"
"baby","4","10.49"
"Babylon","7","8.75"
"Babylonian","10","6.55"
"baby's","6","7.37"
"Bach","4","8.10"
"bachelor","8","7.70"
"bachelors","9","6.99"
"back","4","12.88"
"backbone","8","8.33"
"backdoor","8","6.06"
"backdrop","8","6.81"
"backed","6","8.84"
"backfire","8","7.57"
"backgammon","10","7.40"
"background","10","10.69"
"backgrounds","11","8.20"
"backhand","8","6.05"
"backing","7","8.71"
"backlash","8","7.50"
"backlog","7","6.41"
"backpack","8","7.57"
"backs","5","8.47"
"backside","8","7.12"
"backspace","9","7.03"
"backstage","9","7.07"
"backup","6","9.99"
"backward","8","8.37"
"backwards","9","9.10"
"backyard","8","7.67"
"bacon","5","8.05"
"bacteria","8","8.44"
"bacterial","9","7.21"
"bad","3","11.94"
"badge","5","7.62"
"badger","6","7.37"
"badges","6","6.87"
"Badlands","8","7.93"
"badly","5","9.31"
"baffled","7","6.69"
"bag","3","9.71"
"baggage","7","7.54"
"bagged","6","6.93"
"baggy","5","6.17"
"bags","4","8.67"
"bah","3","6.67"
"Bahamas","7","7.24"
"Bahrain","7","6.37"
"bail","4","7.86"
"bait","4","8.36"
"bake","4","7.84"
"baked","5","7.48"
"baker","5","9.45"
"bakery","6","6.30"
"baking","6","8.01"
"balance","7","10.02"
"balanced","8","9.22"
"balances","8","7.13"
"balancing","9","7.79"
"balcony","7","6.99"
"bald","4","7.92"
"balderdash","10","6.35"
"bale","4","6.32"
"bales","5","6.17"
"Bali","4","6.38"
"Balkans","7","7.46"
"ball","4","10.56"
"ballad","6","6.89"
"ballads","7","6.42"
"ballast","7","6.30"
"ballet","6","7.42"
"ballistic","9","7.16"
"balloon","7","8.44"
"balloons","8","7.02"
"ballot","6","8.21"
"ballots","7","7.10"
"ballroom","8","7.37"
"balls","5","9.49"
"balm","4","7.32"
"Baltic","6","6.85"
"Baltimore","9","8.94"
"Bambi","5","6.56"
"bamboo","6","7.09"
"ban","3","9.37"
"banal","5","6.08"
"banana","6","7.97"
"bananas","7","7.25"
